subj,word,sex,language,rating
51,11,m,por,1
51,12,f,por,-1
51,13,f,por,-7
51,14,m,por,5
51,15,f,por,-3
51,16,m,por,-7
51,17,m,por,5
51,18,m,por,7
51,19,m,por,7
51,20,m,por,3
51,21,f,por,-11
51,22,m,por,-5
51,23,f,por,7
51,24,m,por,9
52,1,m,por,-3
52,2,f,por,-9
52,3,f,por,-7
52,4,f,por,7
52,5,m,por,7
52,6,f,por,-11
52,7,m,por,-3
52,8,m,por,1
52,9,f,por,-7
52,10,m,por,7
52,11,m,por,3
52,12,f,por,-9
52,13,f,por,-3
52,14,m,por,3
52,15,f,por,-5
52,16,m,por,3
52,17,m,por,-7
52,18,m,por,11
52,19,m,por,-3
52,20,m,por,5
52,21,f,por,-13
52,22,m,por,9
52,23,f,por,11
52,24,m,por,1
53,1,m,por,4
53,2,f,por,-3
53,3,f,por,-5
53,4,f,por,7
53,5,m,por,3
53,6,f,por,-5
53,7,m,por,-3
53,8,m,por,5
53,9,f,por,7
53,10,m,por,3
53,11,m,por,-3
53,12,f,por,-11
53,13,f,por,-9
53,14,m,por,-3
53,15,f,por,-7
53,16,m,por,-1
53,17,m,por,-2
53,18,m,por,9
53,19,m,por,1
53,20,m,por,-5
53,21,f,por,-9
53,22,m,por,4
53,23,f,por,-7
53,24,m,por,-3
54,1,m,por,4
54,2,f,por,1
54,3,f,por,-13
54,4,f,por,15
54,5,m,por,3
54,6,f,por,-9
54,7,m,por,9
54,8,m,por,-1
54,9,f,por,7
54,10,m,por,11
54,11,m,por,-5
54,12,f,por,-1
54,13,f,por,-5
54,14,m,por,-1
54,15,f,por,-5
54,16,m,por,-6
54,17,m,por,5
54,18,m,por,13
54,19,m,por,3
54,20,m,por,3
54,21,f,por,-11
54,22,m,por,3
54,23,f,por,7
54,24,m,por,-3
55,1,m,por,0
55,2,f,por,-3
55,3,f,por,-5
55,4,f,por,-1
55,5,m,por,7
55,6,f,por,-7
55,7,m,por,3
55,8,m,por,3
55,9,f,por,1
55,10,m,por,1
55,11,m,por,1
55,12,f,por,-1
55,13,f,por,-5
55,14,m,por,1
55,15,f,por,-9
55,16,m,por,-1
55,17,m,por,-1
55,18,m,por,5
55,19,m,por,3
55,20,m,por,7
55,21,f,por,-11
55,22,m,por,-1
55,23,f,por,3
55,24,m,por,7
56,1,m,por,8
56,2,f,por,-2
56,3,f,por,-4
56,4,f,por,11
56,5,m,por,-1
56,6,f,por,-8
56,7,m,por,0
56,8,m,por,9
56,9,f,por,-3
56,10,m,por,5
56,11,m,por,-5
56,12,f,por,-7
56,13,f,por,-6
56,14,m,por,13
56,15,f,por,3
56,16,m,por,-3
56,17,m,por,-7
56,18,m,por,1
56,19,m,por,-1
56,20,m,por,6
56,21,f,por,-11
56,22,m,por,1
56,23,f,por,1
56,24,m,por,-1
57,1,m,por,4
57,2,f,por,-9
57,3,f,por,-13
57,4,f,por,5
57,5,m,por,9
57,6,f,por,-9
57,7,m,por,-1
57,8,m,por,-1
57,9,f,por,-1
57,10,m,por,1
57,11,m,por,-5
57,12,f,por,-3
57,13,f,por,1
57,14,m,por,-5
57,15,f,por,3
57,16,m,por,5
57,17,m,por,-7
57,18,m,por,1
57,19,m,por,-5
57,20,m,por,7
57,21,f,por,-11
57,22,m,por,-9
57,23,f,por,-1
57,24,m,por,-1
58,1,m,por,-6
58,2,f,por,-3
58,3,f,por,-5
58,4,f,por,13
58,5,m,por,13
58,6,f,por,-11
58,7,m,por,-7
58,8,m,por,5
58,9,f,por,-3
58,10,m,por,1
58,11,m,por,-5
58,12,f,por,-3
58,13,f,por,-7
58,14,m,por,5
58,15,f,por,-11
58,16,m,por,-1
58,17,m,por,-3
58,18,m,por,11
58,19,m,por,-7
58,20,m,por,3
58,21,f,por,-11
58,22,m,por,3
58,23,f,por,7
58,24,m,por,1
59,1,m,por,5
59,2,f,por,-1
59,3,f,por,-9
59,4,f,por,1
59,5,m,por,3
59,6,f,por,-1
59,7,m,por,-7
59,8,m,por,3
59,9,f,por,-3
59,10,m,por,3
59,11,m,por,-1
59,12,f,por,-3
59,13,f,por,-7
59,14,m,por,1
59,15,f,por,-7
59,16,m,por,3
59,17,m,por,-7
59,18,m,por,7
59,19,m,por,1
59,20,m,por,-5
59,21,f,por,-11
59,22,m,por,3
59,23,f,por,11
59,24,m,por,-9
60,1,m,por,6
60,2,f,por,0
60,3,f,por,-5
60,4,f,por,1
60,5,m,por,5
60,6,f,por,-11
60,7,m,por,-7
60,8,m,por,-1
60,9,f,por,-5
60,10,m,por,5
60,11,m,por,-1
60,12,f,por,-1
60,13,f,por,-5
60,14,m,por,11
60,15,f,por,-7
60,16,m,por,-2
60,17,m,por,-3
60,18,m,por,9
60,19,m,por,-7
60,20,m,por,5
60,21,f,por,-9
60,22,m,por,-2
60,23,f,por,4
60,24,m,por,7
61,1,m,por,0
61,2,f,por,-9
61,3,f,por,-4
61,4,f,por,-7
61,5,m,por,11
61,6,f,por,-13
61,7,m,por,-3
61,8,m,por,3
61,9,f,por,7
61,10,m,por,5
61,11,m,por,-7
61,12,f,por,-5
61,13,f,por,-7
61,14,m,por,7
61,15,f,por,-9
61,16,m,por,-9
61,17,m,por,-3
61,18,m,por,11
61,19,m,por,-3
61,20,m,por,4
61,21,f,por,-8
61,22,m,por,-7
61,23,f,por,-5
61,24,m,por,-1
62,1,m,por,8
62,2,f,por,5
62,3,f,por,-11
62,4,f,por,-9
62,5,m,por,15
62,6,f,por,-13
62,7,m,por,3
62,8,m,por,6
62,9,f,por,7
62,10,m,por,-5
62,11,m,por,-13
62,12,f,por,-1
62,13,f,por,-5
62,14,m,por,-3
62,15,f,por,-3
62,16,m,por,-5
62,17,m,por,3
62,18,m,por,7
62,19,m,por,7
62,20,m,por,5
62,21,f,por,-7
62,22,m,por,1
62,23,f,por,-5
62,24,m,por,1
63,1,m,por,-3
63,2,f,por,-11
63,3,f,por,-11
63,4,f,por,1
63,5,m,por,9
63,6,f,por,-1
63,7,m,por,-5
63,8,m,por,11
63,9,f,por,-5
63,10,m,por,11
63,11,m,por,1
63,12,f,por,-5
63,13,f,por,-11
63,14,m,por,3
63,15,f,por,-11
63,16,m,por,-3
63,17,m,por,-3
63,18,m,por,11
63,19,m,por,1
63,20,m,por,0
63,21,f,por,-11
63,22,m,por,3
63,23,f,por,-5
63,24,m,por,1
64,1,m,por,4
64,2,f,por,-13
64,3,f,por,-11
64,4,f,por,5
64,5,m,por,13
64,6,f,por,-9
64,7,m,por,-15
64,8,m,por,2
64,9,f,por,5
64,10,m,por,13
64,11,m,por,-8
64,12,f,por,1
64,13,f,por,0
64,14,m,por,9
64,15,f,por,-7
64,16,m,por,-5
64,17,m,por,1
64,18,m,por,7
64,19,m,por,-7
64,20,m,por,3
64,21,f,por,-9
64,22,m,por,1
64,23,f,por,1
64,24,m,por,1
65,1,m,por,3
65,2,f,por,-5
65,3,f,por,-11
65,4,f,por,-5
65,5,m,por,13
65,6,f,por,-7
65,7,m,por,1
65,8,m,por,3
65,9,f,por,11
65,10,m,por,1
65,11,m,por,-3
65,12,f,por,-3
65,13,f,por,-11
65,14,m,por,3
65,15,f,por,1
65,16,m,por,3
65,17,m,por,-3
65,18,m,por,1
65,19,m,por,-3
65,20,m,por,9
65,21,f,por,-9
65,22,m,por,-9
65,23,f,por,1
65,24,m,por,-5
66,1,m,por,2
66,2,f,por,2
66,3,f,por,-9
66,4,f,por,9
66,5,m,por,1
66,6,f,por,-9
66,7,m,por,3
66,8,m,por,7
66,9,f,por,-5
66,10,m,por,9
66,11,m,por,1
66,12,f,por,-1
66,13,f,por,-3
66,14,m,por,5
66,15,f,por,-7
66,16,m,por,-3
66,17,m,por,-5
66,18,m,por,-3
66,19,m,por,7
66,20,m,por,5
66,21,f,por,-9
66,22,m,por,-1
66,23,f,por,-7
66,24,m,por,-1
67,1,m,por,-7
67,2,f,por,-11
67,3,f,por,-13
67,4,f,por,13
67,5,m,por,7
67,6,f,por,-7
67,7,m,por,-7
67,8,m,por,7
67,9,f,por,-1
67,10,m,por,1
67,11,m,por,-3
67,12,f,por,-3
67,13,f,por,-5
67,14,m,por,1
67,15,f,por,-3
67,16,m,por,-1
67,17,m,por,-9
67,18,m,por,9
67,19,m,por,1
67,20,m,por,-3
67,21,f,por,-11
67,22,m,por,5
67,23,f,por,-3
67,24,m,por,-1
68,1,m,por,-2
68,2,f,por,-13
68,3,f,por,-5
68,4,f,por,2
68,5,m,por,7
68,6,f,por,-7
68,7,m,por,1
68,8,m,por,7
68,9,f,por,-1
68,10,m,por,7
68,11,m,por,-1
68,12,f,por,-5
68,13,f,por,-2
68,14,m,por,-1
68,15,f,por,3
68,16,m,por,-3
68,17,m,por,-1
68,18,m,por,13
68,19,m,por,1
68,20,m,por,-6
68,21,f,por,-13
68,22,m,por,-5
68,23,f,por,1
68,24,m,por,0
69,1,m,por,-5
69,2,f,por,3
69,3,f,por,-9
69,4,f,por,7
69,5,m,por,7
69,6,f,por,-7
69,7,m,por,-1
69,8,m,por,9
69,9,f,por,1
69,10,m,por,9
69,11,m,por,3
69,12,f,por,1
69,13,f,por,-2
69,14,m,por,5
69,15,f,por,-9
69,16,m,por,-7
69,17,m,por,3
69,18,m,por,7
69,19,m,por,-5
69,20,m,por,4
69,21,f,por,-9
69,22,m,por,5
69,23,f,por,7
69,24,m,por,3
70,1,m,por,3
70,2,f,por,-1
70,3,f,por,1
70,4,f,por,-3
70,5,m,por,-1
70,6,f,por,-3
70,7,m,por,-9
70,8,m,por,5
70,9,f,por,-1
70,10,m,por,9
70,11,m,por,-3
70,12,f,por,-5
70,13,f,por,-3
70,14,m,por,3
70,15,f,por,-7
70,16,m,por,-7
70,17,m,por,-5
70,18,m,por,3
70,19,m,por,-5
70,20,m,por,-3
70,21,f,por,-11
70,22,m,por,-1
70,23,f,por,9
70,24,m,por,5
71,1,m,por,-8
71,2,f,por,-11
71,3,f,por,-9
71,4,f,por,3
71,5,m,por,6
71,6,f,por,-5
71,7,m,por,-7
71,8,m,por,7
71,9,f,por,-11
71,10,m,por,11
71,11,m,por,-3
71,12,f,por,-11
71,13,f,por,-15
71,14,m,por,-1
71,15,f,por,-7
71,16,m,por,-9
71,17,m,por,-7
71,18,m,por,-7
71,19,m,por,-7
71,20,m,por,-3
71,21,f,por,-11
71,22,m,por,-1
71,23,f,por,-3
71,24,m,por,3
72,1,m,por,0
72,2,f,por,-1
72,3,f,por,-7
72,4,f,por,-5
72,5,m,por,9
72,6,f,por,-3
72,7,m,por,3
72,8,m,por,11
72,9,f,por,3
72,10,m,por,11
72,11,m,por,-1
72,12,f,por,-7
72,13,f,por,2
72,14,m,por,-1
72,15,f,por,-9
72,16,m,por,3
72,17,m,por,-3
72,18,m,por,5
72,19,m,por,-3
72,20,m,por,11
72,21,f,por,-9
72,22,m,por,1
72,23,f,por,1
72,24,m,por,6
73,1,m,por,0
73,2,f,por,-5
73,3,f,por,-8
73,4,f,por,5
73,5,m,por,-3
73,6,f,por,-5
73,7,m,por,-5
73,8,m,por,5
73,9,f,por,-7
73,10,m,por,-5
73,11,m,por,-7
73,12,f,por,-7
73,13,f,por,-6
73,14,m,por,5
73,15,f,por,-5
73,16,m,por,-3
73,17,m,por,-3
73,18,m,por,11
73,19,m,por,-1
73,20,m,por,5
73,21,f,por,-7
73,22,m,por,3
73,23,f,por,11
73,24,m,por,-1
74,1,m,por,0
74,2,f,por,-1
74,3,f,por,-5
74,4,f,por,1
74,5,m,por,8
74,6,f,por,-7
74,7,m,por,1
74,8,m,por,3
74,9,f,por,6
74,10,m,por,5
74,11,m,por,1
74,12,f,por,-3
74,13,f,por,-9
74,14,m,por,7
74,15,f,por,6
74,16,m,por,1
74,17,m,por,-1
74,18,m,por,13
74,19,m,por,-3
74,20,m,por,6
74,21,f,por,-7
74,22,m,por,-2
74,23,f,por,-7
74,24,m,por,7
75,1,m,por,-4
75,2,f,por,-9
75,3,f,por,-7
75,4,f,por,1
75,5,m,por,-2
75,6,f,por,-1
75,7,m,por,-7
75,8,m,por,5
75,9,f,por,1
75,10,m,por,9
75,11,m,por,3
75,12,f,por,-9
75,13,f,por,-7
75,14,m,por,5
75,15,f,por,-1
75,16,m,por,-5
75,17,m,por,-9
75,18,m,por,11
75,19,m,por,-3
75,20,m,por,8
75,21,f,por,-11
75,22,m,por,-3
75,23,f,por,7
75,24,m,por,4
76,1,m,por,1
76,2,f,por,-7
76,3,f,por,5
76,4,f,por,-6
76,5,m,por,4
76,6,f,por,-11
76,7,m,por,-3
76,8,m,por,10
76,9,f,por,3
76,10,m,por,1
76,11,m,por,3
76,12,f,por,-7
76,13,f,por,-1
76,14,m,por,-5
76,15,f,por,-3
76,16,m,por,1
76,17,m,por,-1
76,18,m,por,8
76,19,m,por,9
76,20,m,por,-1
76,21,f,por,-15
76,22,m,por,-2
76,23,f,por,5
76,24,m,por,3
77,1,m,por,4
77,2,f,por,-9
77,3,f,por,-9
77,4,f,por,7
77,5,m,por,5
77,6,f,por,-5
77,7,m,por,-9
77,8,m,por,3
77,9,f,por,-1
77,10,m,por,9
77,11,m,por,3
77,12,f,por,-5
77,13,f,por,-11
77,14,m,por,-1
77,15,f,por,1
77,16,m,por,-3
77,17,m,por,-7
77,18,m,por,13
77,19,m,por,1
77,20,m,por,0
77,21,f,por,-11
77,22,m,por,9
77,23,f,por,11
77,24,m,por,3
78,1,m,por,2
78,2,f,por,1
78,3,f,por,0
78,4,f,por,1
78,5,m,por,11
78,6,f,por,-5
78,7,m,por,-1
78,8,m,por,0
78,9,f,por,9
78,10,m,por,9
78,11,m,por,3
78,12,f,por,-3
78,13,f,por,-2
78,14,m,por,-3
78,15,f,por,-5
78,16,m,por,-5
78,17,m,por,-1
78,18,m,por,11
78,19,m,por,-13
78,20,m,por,-3
78,21,f,por,-13
78,22,m,por,-9
78,23,f,por,-1
78,24,m,por,-9
79,1,m,por,-4
79,2,f,por,-5
79,3,f,por,-9
79,4,f,por,-4
79,5,m,por,11
79,6,f,por,-10
79,7,m,por,-13
79,8,m,por,5
79,9,f,por,2
79,10,m,por,7
79,11,m,por,-5
79,12,f,por,1
79,13,f,por,-9
79,14,m,por,1
79,15,f,por,-9
79,16,m,por,3
79,17,m,por,-5
79,18,m,por,1
79,19,m,por,3
79,20,m,por,-11
79,21,f,por,-9
79,22,m,por,1
79,23,f,por,1
79,24,m,por,7
80,1,m,por,5
80,2,f,por,-1
80,3,f,por,-4
80,4,f,por,1
80,5,m,por,5
80,6,f,por,-9
80,7,m,por,-5
80,8,m,por,7
80,9,f,por,-1
80,10,m,por,7
80,11,m,por,-3
80,12,f,por,-1
80,13,f,por,-9
80,14,m,por,3
80,15,f,por,-7
80,16,m,por,1
80,17,m,por,-7
80,18,m,por,5
80,19,m,por,-1
80,20,m,por,-1
80,21,f,por,-9
80,22,m,por,-3
80,23,f,por,3
80,24,m,por,7
81,1,m,por,4
81,2,f,por,-9
81,3,f,por,-13
81,4,f,por,5
81,5,m,por,1
81,6,f,por,-11
81,7,m,por,-9
81,8,m,por,-3
81,9,f,por,5
81,10,m,por,-1
81,11,m,por,1
81,12,f,por,-3
81,13,f,por,-2
81,14,m,por,11
81,15,f,por,-7
81,16,m,por,-5
81,17,m,por,-10
81,18,m,por,13
81,19,m,por,-5
81,20,m,por,3
81,21,f,por,-13
81,22,m,por,7
81,23,f,por,-5
81,24,m,por,-9
82,1,m,por,8
82,2,f,por,-11
82,3,f,por,-2
82,4,f,por,-7
82,5,m,por,-3
82,6,f,por,-1
82,7,m,por,-1
82,8,m,por,3
82,9,f,por,-5
82,10,m,por,3
82,11,m,por,5
82,12,f,por,-7
82,13,f,por,-9
82,14,m,por,5
82,15,f,por,-9
82,16,m,por,5
82,17,m,por,-7
82,18,m,por,-5
82,19,m,por,1
82,20,m,por,-4
82,21,f,por,-7
82,22,m,por,-2
82,23,f,por,9
82,24,m,por,1
83,1,m,por,-4
83,2,f,por,-5
83,3,f,por,-11
83,4,f,por,9
83,5,m,por,11
83,6,f,por,-6
83,7,m,por,-15
83,8,m,por,-5
83,9,f,por,1
83,10,m,por,-9
83,11,m,por,-1
83,12,f,por,-1
83,13,f,por,-5
83,14,m,por,11
83,15,f,por,-13
83,16,m,por,-3
83,17,m,por,1
83,18,m,por,13
83,19,m,por,11
83,20,m,por,7
83,21,f,por,-11
83,22,m,por,9
83,23,f,por,-1
83,24,m,por,5
84,1,m,por,-7
84,2,f,por,-3
84,3,f,por,0
84,4,f,por,-9
84,5,m,por,5
84,6,f,por,-9
84,7,m,por,7
84,8,m,por,7
84,9,f,por,9
84,10,m,por,3
84,11,m,por,7
84,12,f,por,-3
84,13,f,por,-9
84,14,m,por,4
84,15,f,por,-9
84,16,m,por,5
84,17,m,por,-5
84,18,m,por,1
84,19,m,por,6
84,20,m,por,-6
84,21,f,por,-13
84,22,m,por,-9
84,23,f,por,1
84,24,m,por,7
85,1,m,por,-6
85,2,f,por,-7
85,3,f,por,-3
85,4,f,por,2
85,5,m,por,11
85,6,f,por,-11
85,7,m,por,-4
85,8,m,por,6
85,9,f,por,3
85,10,m,por,-1
85,11,m,por,5
85,12,f,por,-3
85,13,f,por,-9
85,14,m,por,0
85,15,f,por,-13
85,16,m,por,1
85,17,m,por,2
85,18,m,por,13
85,19,m,por,-9
85,20,m,por,-1
85,21,f,por,-9
85,22,m,por,9
85,23,f,por,1
85,24,m,por,7
86,1,m,por,-3
86,2,f,por,-9
86,3,f,por,4
86,4,f,por,4
86,5,m,por,5
86,6,f,por,-11
86,7,m,por,3
86,8,m,por,-3
86,9,f,por,-5
86,10,m,por,3
86,11,m,por,-1
86,12,f,por,7
86,13,f,por,-7
86,14,m,por,1
86,15,f,por,-11
86,16,m,por,1
86,17,m,por,3
86,18,m,por,13
86,19,m,por,1
86,20,m,por,3
86,21,f,por,-11
86,22,m,por,3
86,23,f,por,6
86,24,m,por,7
87,1,m,por,-8
87,2,f,por,0
87,3,f,por,-8
87,4,f,por,-3
87,5,m,por,5
87,6,f,por,-1
87,7,m,por,-3
87,8,m,por,4
87,9,f,por,-1
87,10,m,por,9
87,11,m,por,0
87,12,f,por,-1
87,13,f,por,-6
87,14,m,por,-5
87,15,f,por,-1
87,16,m,por,-7
87,17,m,por,1
87,18,m,por,5
87,19,m,por,-3
87,20,m,por,-3
87,21,f,por,-7
87,22,m,por,-5
87,23,f,por,5
87,24,m,por,-1
88,1,m,por,8
88,2,f,por,1
88,3,f,por,-9
88,4,f,por,9
88,5,m,por,-1
88,6,f,por,0
88,7,m,por,0
88,8,m,por,9
88,9,f,por,7
88,10,m,por,7
88,11,m,por,5
88,12,f,por,5
88,13,f,por,-4
88,14,m,por,5
88,15,f,por,-1
88,16,m,por,-3
88,17,m,por,-7
88,18,m,por,9
88,19,m,por,-5
88,20,m,por,0
88,21,f,por,-13
88,22,m,por,5
88,23,f,por,5
88,24,m,por,7
89,1,m,por,2
89,2,f,por,-3
89,3,f,por,-11
89,4,f,por,-5
89,5,m,por,2
89,6,f,por,-9
89,7,m,por,3
89,8,m,por,-5
89,9,f,por,5
89,10,m,por,5
89,11,m,por,-9
89,12,f,por,1
89,13,f,por,-3
89,14,m,por,6
89,15,f,por,3
89,16,m,por,-5
89,17,m,por,-11
89,18,m,por,5
89,19,m,por,-1
89,20,m,por,-11
89,21,f,por,-13
89,22,m,por,5
89,23,f,por,7
89,24,m,por,-4
90,1,m,por,-3
90,2,f,por,-1
90,3,f,por,-9
90,4,f,por,3
90,5,m,por,-3
90,6,f,por,-5
90,7,m,por,1
90,8,m,por,-5
90,9,f,por,-1
90,10,m,por,-1
90,11,m,por,3
90,12,f,por,-7
90,13,f,por,-9
90,14,m,por,11
90,15,f,por,-11
90,16,m,por,5
90,17,m,por,-9
90,18,m,por,7
90,19,m,por,7
90,20,m,por,1
90,21,f,por,-6
90,22,m,por,5
90,23,f,por,0
90,24,m,por,7
91,1,m,por,-2
91,2,f,por,-5
91,3,f,por,-13
91,4,f,por,-1
91,5,m,por,5
91,6,f,por,-7
91,7,m,por,-8
91,8,m,por,5
91,9,f,por,-7
91,10,m,por,9
91,11,m,por,1
91,12,f,por,-9
91,13,f,por,-3
91,14,m,por,5
91,15,f,por,-9
91,16,m,por,0
91,17,m,por,1
91,18,m,por,-7
91,19,m,por,1
91,20,m,por,-1
91,21,f,por,-11
91,22,m,por,7
91,23,f,por,2
91,24,m,por,-1
92,1,m,por,-3
92,2,f,por,-5
92,3,f,por,-2
92,4,f,por,3
92,5,m,por,-2
92,6,f,por,1
92,7,m,por,-13
92,8,m,por,9
92,9,f,por,3
92,10,m,por,5
92,11,m,por,1
92,12,f,por,-5
92,13,f,por,-9
92,14,m,por,5
92,15,f,por,-3
92,16,m,por,-9
92,17,m,por,-7
92,18,m,por,13
92,19,m,por,-5
92,20,m,por,4
92,21,f,por,-9
92,22,m,por,1
92,23,f,por,-1
92,24,m,por,5
93,1,m,por,8
93,2,f,por,3
93,3,f,por,-7
93,4,f,por,5
93,5,m,por,5
93,6,f,por,-9
93,7,m,por,-7
93,8,m,por,9
93,9,f,por,5
93,10,m,por,9
93,11,m,por,-1
93,12,f,por,-7
93,13,f,por,-3
93,14,m,por,5
93,15,f,por,-9
93,16,m,por,3
93,17,m,por,9
93,18,m,por,13
93,19,m,por,5
93,20,m,por,9
93,21,f,por,-9
93,22,m,por,1
93,23,f,por,-3
93,24,m,por,-1
94,1,m,por,0
94,2,f,por,-5
94,3,f,por,-11
94,4,f,por,3
94,5,m,por,11
94,6,f,por,0
94,7,m,por,-5
94,8,m,por,1
94,9,f,por,-1
94,10,m,por,-1
94,11,m,por,1
94,12,f,por,-11
94,13,f,por,-7
94,14,m,por,-1
94,15,f,por,-7
94,16,m,por,1
94,17,m,por,-7
94,18,m,por,-1
94,19,m,por,-1
94,20,m,por,-1
94,21,f,por,-13
94,22,m,por,-3
94,23,f,por,5
94,24,m,por,-3
95,1,m,por,-3
95,2,f,por,5
95,3,f,por,-6
95,4,f,por,11
95,5,m,por,9
95,6,f,por,-9
95,7,m,por,-2
95,8,m,por,11
95,9,f,por,-1
95,10,m,por,13
95,11,m,por,-5
95,12,f,por,-1
95,13,f,por,-4
95,14,m,por,11
95,15,f,por,-1
95,16,m,por,3
95,17,m,por,1
95,18,m,por,9
95,19,m,por,-3
95,20,m,por,3
95,21,f,por,-11
95,22,m,por,-3
95,23,f,por,5
95,24,m,por,3
96,1,m,por,3
96,2,f,por,-1
96,3,f,por,-3
96,4,f,por,1
96,5,m,por,3
96,6,f,por,-10
96,7,m,por,7
96,8,m,por,3
96,9,f,por,4
96,10,m,por,5
96,11,m,por,3
96,12,f,por,3
96,13,f,por,-5
96,14,m,por,13
96,15,f,por,-9
96,16,m,por,3
96,17,m,por,9
96,18,m,por,13
96,19,m,por,-9
96,20,m,por,13
96,21,f,por,-5
96,22,m,por,-5
96,23,f,por,3
96,24,m,por,-1
97,1,m,por,-2
97,2,f,por,-11
97,3,f,por,-1
97,4,f,por,11
97,5,m,por,6
97,6,f,por,-5
97,7,m,por,1
97,8,m,por,3
97,9,f,por,-3
97,10,m,por,7
97,11,m,por,-3
97,12,f,por,-7
97,13,f,por,-7
97,14,m,por,-5
97,15,f,por,3
97,16,m,por,0
97,17,m,por,3
97,18,m,por,5
97,19,m,por,-1
97,20,m,por,5
97,21,f,por,-9
97,22,m,por,-15
97,23,f,por,-1
97,24,m,por,1
98,1,m,por,4
98,2,f,por,-13
98,3,f,por,-5
98,4,f,por,-7
98,5,m,por,11
98,6,f,por,-13
98,7,m,por,-7
98,8,m,por,3
98,9,f,por,5
98,10,m,por,3
98,11,m,por,-1
98,12,f,por,5
98,13,f,por,-9
98,14,m,por,11
98,15,f,por,1
98,16,m,por,-5
98,17,m,por,-5
98,18,m,por,9
98,19,m,por,1
98,20,m,por,-1
98,21,f,por,-5
98,22,m,por,3
98,23,f,por,7
98,24,m,por,3
99,1,m,por,8
99,2,f,por,-7
99,3,f,por,-5
99,4,f,por,-7
99,5,m,por,-1
99,6,f,por,-13
99,7,m,por,3
99,8,m,por,1
99,9,f,por,-5
99,10,m,por,9
99,11,m,por,-1
99,12,f,por,1
99,13,f,por,-5
99,14,m,por,2
99,15,f,por,-3
99,16,m,por,-13
99,17,m,por,-3
99,18,m,por,13
99,19,m,por,-7
99,20,m,por,-3
99,21,f,por,-3
99,22,m,por,1
99,23,f,por,3
99,24,m,por,3
100,1,m,por,5
100,2,f,por,-3
100,3,f,por,-11
100,4,f,por,11
100,5,m,por,-2
100,6,f,por,-11
100,7,m,por,1
100,8,m,por,9
100,9,f,por,3
100,10,m,por,5
100,11,m,por,1
100,12,f,por,-1
100,13,f,por,-5
100,14,m,por,11
100,15,f,por,-1
100,16,m,por,-4
100,17,m,por,3
100,18,m,por,11
100,19,m,por,-1
100,20,m,por,-7
100,21,f,por,-8
100,22,m,por,-1
100,23,f,por,5
100,24,m,por,1